path,taxa,specimen,tissue
Streamline process/measured/cavusactis/pharynx/image0170.tif,Cavusactis,,pharynx
Streamline process/measured/cavusactis/pharynx/image0171.tif,Cavusactis,,pharynx
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0002.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0009.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0011.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0888.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0889.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0904.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0906.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0908.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0912.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0913.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0914.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0915.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0917.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0923.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0939.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0951.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0954.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0962.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0970.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0974.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0975.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0979.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0983.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0984.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0986.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0991.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/pB1 classic/image0995.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0013.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0020.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0029.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0053.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0065.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0926.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0931.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0948.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0956.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0958.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image0998.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image1012.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para/Filament/Pb1 tear shaped/image1013.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene leucolena Para@/filament/image0035.tif,Diadumene leucolena Para,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0001.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0002 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0002.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0003.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0004.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0005.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0012.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0013.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0015.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0016 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0016.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0017 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0017.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0028.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0030.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0032.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0033.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0036.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0043.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0045.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0047.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0048 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0048.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0054.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0056.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0068.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 classic/image0069.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0002.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0003.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0005 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0005.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0006.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0008 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0008.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0009.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0011.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0014 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0014.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0015.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0019 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0019.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0020 (2).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0020 (3).tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0020.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0022.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0023.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0025.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0026.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0028.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0058.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae/filament/pB1 tear shaped/image0059.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae@/filament/image0059.tif,Diadumene manezinhae,,filament
Streamline process/measured/Diadumene manezinhae@/pharynx/image0001.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0023.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0027 (2).tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0027.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0030.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0036 (2).tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0036.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0037.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0040.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0047.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0050 (2).tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0050.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0052.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0054.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0061.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0065.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0071.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0087.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0090.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0094.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0095.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0122.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0141.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0148.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0149.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0153.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Diadumene manezinhae@/pharynx/image0259.tif,Diadumene manezinhae,,pharynx
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0006.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0034.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0035.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0040.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0043.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0048.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0053.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0058.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0060.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0069.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0074.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0082.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0085.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0088.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0089.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0105.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0108.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0131.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0133.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0145.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0170.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0178.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0191.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0232.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0273.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0328.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0370.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0389.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0415.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament/image0438.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament1/image0012.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament1/image0020.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament1/image0026.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament1/image0043.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament1/image0074.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/Edwardsia migottoi_MZUSP5353@/filament1/image0093.tif,Edwardsia migottoi,MZUSP5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0002.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0004.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0005.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0010.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0021.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0024.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0030.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0036.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0057.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0066.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0070.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0080.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0094.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0095.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0101.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0110.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0121.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0130.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0148.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0155.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0164.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0165.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0174.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0175.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0189.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0199.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0200.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0209.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0213.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0225.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0226.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0238.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0240.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0297.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0300.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0308.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0321.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0322.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0337.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0347.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0348.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0352.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0354.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0372.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0404.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0407.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0428.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0430.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0437.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353/filament/image0447.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0002.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0004.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0005.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0010.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0021.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0024.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0030.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0036.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0057.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0066.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0070.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0080.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0094.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0095.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0101.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0110.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0121.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0130.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0148.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0155.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0164.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0165.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0174.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0175.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0189.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0199.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0200.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0209.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0213.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0225.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0226.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0238.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0240.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0297.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0300.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0308.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0321.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0322.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0337.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0347.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0348.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0352.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0354.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0372.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0404.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0407.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0428.tif,Edwardsia,MNRJ5353,filament
Streamline process/measured/EdwardsiaMNRJ5353!/filament/image0430.tif,Edwardsia,MNRJ5353,filament
